"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
30,"athletic",NA,"socially","sometimes","graduated from masters program","other",74,100000,"science / tech / engineering",2012-01-23 18:46:00,"palo alto, california",NA,"straight",NA,NA,"m","gemini","when drinking","english (fluently), french (fluently), arabic (fluently)","single","i like to keep short and to the point. i'm a friendly person who likes to have fun doing whatever eat in and out, travel, sport, outdoor act"
27,"fit","strictly anything","often","never","graduated from college/university","white",70,NA,"science / tech / engineering",2012-06-29 09:23:00,"mountain view, california","doesn't have kids, but wants them","straight",NA,"agnosticism and laughing about it","m","taurus but it doesn't matter","no","english (fluently)","single","i grew up on the east coast; moved from massachusetts in october to follow a lady love. though that didn't work out, i now have a much bette"
19,"average","mostly anything","socially","never",NA,"asian, pacific islander",63,NA,"sales / marketing / biz dev",2012-06-29 23:39:00,"san francisco, california",NA,"bisexual",NA,"other","f",NA,"trying to quit","english","single","i'm not really the queen..yet. but really, i'm just a quiet girl adjusting to my new surroundings. my style is smiley and very shy. takes a "
46,"average",NA,"socially",NA,NA,"white",71,NA,"medicine / health",2012-06-29 23:52:00,"san francisco, california","doesn't have kids","straight",NA,"catholicism but not too serious about it","f","sagittarius and it's fun to think about","no","english","single","hi...i thought i would give online dating another try. i am born and raised in sf. i have a great job and a big family...everyone is in the "
20,"skinny","mostly anything","not at all","never","working on college/university","native american, white, other",72,NA,"student",2012-06-30 10:50:00,"san francisco, california","doesn't have kids, and doesn't want any","bisexual","likes dogs and likes cats","other and laughing about it","m","taurus but it doesn't matter","no","english (fluently)","single","i am a 20yo guy who loves video games, cooking, rock climbing, eating, and other random things. right now i am going to sfsu trying to becom"
35,"a little extra","strictly anything","often","sometimes","graduated from law school","black, native american, white",65,NA,"sales / marketing / biz dev",2012-06-30 14:43:00,"emeryville, california",NA,"gay","likes dogs and has cats","agnosticism but not too serious about it","f","capricorn and it's fun to think about","no","english (fluently)","single","overeducated. undercaffeinated. often awesome.    i'm an intj who is allergic to small talk, which makes writing this profile difficult. but"
27,"average","anything","rarely","never","graduated from college/university","white",72,20000,"other",2011-12-03 15:08:00,"pinole, california",NA,"straight","likes dogs and likes cats","christianity and laughing about it","m","libra and it's fun to think about","no","english (fluently), japanese (poorly)","single","i am not your prince here to serenade you with beautiful words and empty promises. i am the guy who will rescue spiders and other bugs from "
44,"fit",NA,"socially","never","graduated from college/university","asian, pacific islander",64,NA,"science / tech / engineering",2012-06-11 20:34:00,"palo alto, california",NA,"straight",NA,"agnosticism but not too serious about it","m",NA,"no","english","single","ok. my self summary has been less than satisfactory (to me). i can't quite get it how i'd like it. i was going to start with how a 16 year o"
29,"average","mostly anything","socially","never","working on masters program",NA,66,NA,"education / academia",2012-06-19 15:09:00,"san francisco, california","doesn't have kids","straight","likes dogs","agnosticism and somewhat serious about it","f","gemini and it's fun to think about","no","english, french (okay)","single","i believe in kindness and consideration and working toward the common good. i judge people based on how they treat waiters and cashiers. i l"
32,"fit",NA,"socially",NA,"graduated from college/university","white",67,NA,"political / government",2012-06-30 12:13:00,"san francisco, california",NA,"gay",NA,"judaism","m","taurus","no","english (fluently)","available","i've lived in the bay area for a few years now, and have changed a lot since arriving here from d.c. i've been going on pretty intense adven"
22,"fit","mostly anything","socially",NA,"graduated from college/university","white",64,NA,"sales / marketing / biz dev",2012-06-11 11:25:00,"berkeley, california","doesn't have kids","straight",NA,NA,"f","cancer but it doesn't matter","no","english","single","i just graduated college this past december and am now working full time and just working on life after college. after being gone for five y"
30,"average","strictly anything","socially",NA,"graduated from masters program","white",66,NA,"artistic / musical / writer",2012-06-29 11:03:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","aries but it doesn't matter","no","english, swedish (okay)","single","hello internet,    first off, has anyone figured out the branding on this site yet?? one second it's a magic potion bottle, the next it's an"
38,"fit","mostly anything","rarely","never","dropped out of college/university","other",69,40000,"construction / craftsmanship",2012-06-30 23:27:00,"san leandro, california",NA,"straight","has dogs","atheism and laughing about it","m","sagittarius and it's fun to think about","no","english, spanish","single","ohh hard part, i am a really mellow individual, trust worthy and loyal to his friends and family. i believe that experience shapes us to be "
36,"full figured",NA,"rarely",NA,"graduated from college/university",NA,76,NA,"other",2012-06-20 01:40:00,"oakland, california","has kids","straight","likes dogs and has cats","other but not too serious about it","m","gemini","no","english (poorly), other (okay)","single","listen. i just realized: i hate dating. oops.    words are like.. funny geeky music film shows cats food wine. i'm a nice guy. i'm shy, whic"
26,"athletic","mostly anything","socially","never","working on two-year college","white",71,NA,"student",2012-05-05 19:40:00,"vallejo, california","has a kid","straight","likes dogs and has cats","christianity and somewhat serious about it","m","aries and it's fun to think about","no","english (fluently), sign language (okay)","single","what to say about me, i am out going, i like to laugh and have a good time. i'm into most outdoor activeties. i like to be athletic and do p"
33,"curvy",NA,"socially","sometimes","graduated from law school","white",67,NA,"law / legal services",2012-06-30 19:31:00,"san francisco, california",NA,"straight","likes dogs and has cats",NA,"f","capricorn and it's fun to think about","yes","english","seeing someone","i am an always-curious, big-thinking, active mind type."
36,"athletic",NA,"socially","never",NA,"pacific islander, white",65,NA,NA,2011-12-30 17:39:00,"san francisco, california",NA,"straight",NA,"buddhism and very serious about it","m","leo but it doesn't matter","when drinking","english","single","im buddhist, im laid back, and i ride bikes.... alot. i'm a natural romantic and i have no hesitation in taking a girl out to a fancy restau"
28,"fit",NA,"socially","never","graduated from college/university","white",72,50000,"political / government",2012-05-06 20:58:00,"san francisco, california",NA,"gay",NA,NA,"m","sagittarius and it's fun to think about",NA,"english (fluently), german (poorly), spanish (poorly)","single","i am a 28 year old, professional gay man looking for new friends and romantic interests. i have spent much of the last ten years of my life "
28,"fit",NA,NA,"never","graduated from college/university","white",68,NA,"artistic / musical / writer",2012-06-17 14:33:00,"san francisco, california",NA,"gay","has dogs",NA,"m","capricorn",NA,"english","single","i am an artist. art is life, but it is all about the little things in life, i like to take time to smell the roses.    i am playful, caring,"
